id,sentence,used,created,mention
PMC3547792,"The Redirector Package including operational software code and metabolic network model files used for this publication are available at https://github.com//bionomicron/Redirector.git.
",False,False,True
PMC5026371,"The software and documentation for M-Track is freely available for download from the Scimemi Lab website (https://sites.google.com/site/scimemilab2013/software) or from the GitHub repository, which also includes detailed instructions on software installation and video analysis, which can be tested in videos of black and white mice (https://github.com/scimemia/M-Track).
",False,True,False
PMC5026371,"The software and documentation for M-Track are freely available for download from the Scimemi lab website (https://sites.google.com/site/scimemilab2013/software) or from the GitHub repository (https://github.com/scimemia/M-Track).
",False,True,False
PMC4919057,"AVAILABILITY: QuIN’s web server is available at http://quin.jax.org QuIN is developed in Java and JavaScript, utilizing an Apache Tomcat web server and MySQL database and the source code is available under the GPLV3 license available on GitHub: https://github.com/UcarLab/QuIN/.
",False,True,False
PMC4919057,"QuIN is an open source project released under the GNU General Public License Version 3 and is available on GitHub (https://github.com/UcarLab/QuIN/) and in S1 software.
",False,True,False
PMC5871001,"The source code of LAILAPS-QSM is available under GNU General Public License version 2 in Bitbucket GIT repository: https://bitbucket.org/ipk_bit_team/bioescorte-suggestion
",False,True,False
PMC5747461,"The MAGPIE source code can be downloaded from the GitHub repository at https://github.com/christbald/magpie and installed on any public or private server, as well as on any local computer.
",False,True,False
PMC6080800,"PyPhi is open-source and licensed under the GPLv3; the source code is hosted on GitHub at https://github.com/wmayner/pyphi.
",False,True,False
PMC4177671,"A Virtual Machine for Oracle's VirtualBox has also been built to provide easy access to IDEPI for users unfamiliar with the intricacies of Python package management, and is available from the main package distribution page (http://github.com/veg/idepi/).
",False,True,False
PMC4918922,"The code for Ensembler is hosted on the collaborative open source software development platform GitHub (github.com/choderalab/ensembler).
",False,True,False
PMC4214615,"For ease of installation (R package dependencies), it is distributed as part of CRAN, http://cran.r-project.org/package=dcGOR.
",False,True,False
PMC4214615,"For ease of version control, it is also distributed at GitHub, https://github.com/hfang-bristol/dcGOR.
",False,True,False
PMC4666669,"Wham and all associated software are covered under the MIT License and can be freely downloaded from github (https://github.com/zeeev/wham), with documentation on a wiki (http://zeeev.github.io/wham/).
",False,True,False
PMC4666669,"Wham and all associated software can be found on github (https://github.com/zeeev/wham), documentation is on the wiki (http://zeeev.github.io/wham/).
",False,True,False
PMC4147881,"aLFQ is written in R and freely available under the GPLv3 from CRAN (http://www.cran.r-project.org).
",False,True,False
PMC3985171,"The BEAST 2 platform is an open source project and is anonymously available on a source repository hosted by GitHub at https://github.com/CompEvol/beast2 and supplementary material Code S1.
",False,True,False
PMC5690316,"The software to assess V is available online at https://github.com/gilbertbigras/Ki67.

",False,True,False
PMC2811132,"Our software is available as a web server at: http://www.pristionchus.org/3CPrimerDesign/.
",False,True,False
PMC2811132,"Our software is freely available to academic users as a web server at: http://www.pristionchus.org/3CPrimerDesign/.
",False,True,False
PMC4539857,"Here, we addressed this by developing a web-based software tool, PhosphOrtholog (http://www.phosphortholog.com) that accurately maps protein modification sites between different species.
",False,True,False
PMC3907024,"We developed V-Phaser 2, a publicly available software tool (V-Phaser 2 can be accessed via: http://www.broadinstitute.org/scientific-community/science/projects/viral-genomics/v-phaser-2 and is freely available for academic use) that enables the efficient analysis of ultra-deep sequencing data produced by common next generation sequencing platforms for viral populations.
",False,True,False
PMC4847874,"To address this need, we propose a novel reactive coarse-grained force field, as well as a publicly available software package, named the Mechanochemical Dynamics of Active Networks (MEDYAN), for simulating active network evolution and dynamics (available at www.medyan.org).
",False,True,False
PMC4847874,"Our public software implementation of MEDYAN (available at www.medyan.org) is also versatile enough such that other active networks, biological or artificial, could be simulated with a similar level of detail in comparison to its cytoskeletal applications, including self-organizing polymeric micelles [118], ParM polymerization mechanisms in bacterial mitosis [119], and many types of synthetic polymer gels.
",False,True,False
PMC4919057,"To overcome the limitations of current tools, we developed a single platform for Querying and visualizing Chromatin Interaction Networks (QuIN) (http://quin.jax.org) (Fig 1).
",False,True,False
PMC2896177,"THREaD Mapper Studio (http://cbr.jic.ac.uk/threadmapper) is a new web site that implements a novel, visual and interactive method for the estimation of genetic linkage maps from DNA markers.
",False,True,False
PMC2581597,"We have thus made available the source code, software, and documentation for PSICIC (see link at http://www.molbio1.princeton.edu/labs/gitai/), and encourage others to modify, expand, and adapt the software capabilities to suit their own applications.
",False,True,False
PMC3125773,"We have developed the HMMER web site (http://hmmer.janelia.org) to not only provide downloadable HMMER binaries, documentation and source code as it has done in the past, but now also to provide an interface for performing protein sequence searches with near interactive response times.
",False,True,False
PMC4338111,"To enable the integration of PathVisio in an automated workflow, we developed PathVisioRPC (http://projects.bigcat.unimaas.nl/pathvisiorpc/) to be able to call PathVisio from other programming languages through an XML-RPC server.
",False,True,False
PMC3516542,"Our software has been developed and tested on Windows, Mac, and Linux platforms and is available publicly under an open source BSD license (https://github.com/krm15/ACME).
",False,True,False
10a198ab-d407-484e-a3de-e365764d6990,"In this paper, we describe the development of the pssRNAMiner, a plant short small RNA regulatory cascade analysis server that is able to identify potential ta-siRNAs clusters and their phase-initiators.",False,True,False
10a198ab-d407-484e-a3de-e365764d6990,"In this study, we describe the development ofpssRNAMiner, a web-based server which identifies ta-siRNA clusters as well as their potential phaseinitiators.",False,True,False
1b003bf4-55f1-4d4c-abca-e8654afb3fb8,We developed an automated image analysis algorithm using Definiens Developer XD for tumour identification and biomarker quantification as described in Supplementary Materials.,False,True,False
212249a0-5f61-4e85-ab88-49d3290af9d0,"Here we describe CRISPRFinder, a web service offering tools to",False,True,False
31369d28-4f73-49ab-86a5-5f1868e238e5,"We have developed a progressive multiple sequence alignment program implementing our HMMs (MUMMALS, standing for MUltiple alignment with Multiple MAtch state models of Local Structure).",False,True,False
31369d28-4f73-49ab-86a5-5f1868e238e5,"Our program is named MUMMALS, standing for MUltiple alignment with Multiple MAtch state models of Local Structure.",False,True,False
31369d28-4f73-49ab-86a5-5f1868e238e5,"However, we implement HMMs that are different from the one used in ProbCons in three aspects.",False,True,False
454ed4ca-125e-4540-8994-856fdd7906b4,"To complement with related research in RNA subcellular localization, we developed a web-accessible database (RNALocate,http://www.rna-society.org/rnalocate/), aimed to collect expanding catalog of diverse species' RNA subcellular localization in multiple biological processes by manually curating the literature.",False,True,False
47b5930e-56c9-4ed9-9fe4-a5236244683e,We developed several Perl scripts to analyze the most frequent common GO terms in PPIs belonging to individual cancer types.,False,True,False
4bd6d276-934a-4cb9-8b76-2759dc66cf13,"We have developed a  Python library with a set of application programming interfaces for building different GOrelated graphs and performing various queries (Muller et al., 2009).",False,True,False
6119a1f2-04f5-468b-a688-cad015e5c38d,We developed a script to transform the MUSCLE alignment output to .,False,True,False
67c277ce-e1cc-45dc-b802-b634c562aa0c,The new version of our fragment-based web-application for loop modeling SL2 thus has an improved performance in loop prediction as well as an up-to-date visualization.,False,True,False
67c277ce-e1cc-45dc-b802-b634c562aa0c,"The updated version of our fragment based web-application tool for loop modeling, SL2, benefits from an enlarged fragment database and a new user interface including an updated protein viewer.",False,True,False
686a8e00-10a1-41ed-beef-1955f607ec20,This paper describes the optimization of the IDEAS analysis template for identifying and scoring BNCs and MN in the IS X -based version of the CBMN assay.,False,False,True
686a8e00-10a1-41ed-beef-1955f607ec20,This paper has introduced the application of new features and masks developed in the IDEAS software designed specifically for improved detection of BNCs and MN in the IS X -based version of the CBMN assay with applications in radiation biodosimetry.,False,False,True
6f649fea-74bc-4203-a105-851d702078ca,We have recently added a self-assessment mode to allow the same CARAT system to be used in computer labs for self-assessments.,False,True,False
6f649fea-74bc-4203-a105-851d702078ca,We are working to make the generic web service more flexible and secure for these issues while maintaining its agnostic approach to database schema Clinical assessment and remote administration tablet was designed and implemented on a Windows system.,False,True,False
6f8c98df-f497-4579-ac46-0caf14f223c4,"Using open-source CAD modeling software, 2 we developed a customizable prosthetic eye model.",False,True,False
71ced6e3-4d40-4631-a724-11d659c350ea,"Our database, pseudoMap, aims at providing comprehensive resource for genome-wide identifying the functions and regulators of human TPGs.",False,False,False
8c78560a-2751-4972-b958-17fbd0135552,"Here, we present DIANA-microT web server v5.0, a significantly updated version, which hosts the state-ofthe-art target prediction algorithm, DIANA-microT-CDS (7).",False,True,False
8c78560a-2751-4972-b958-17fbd0135552,"A redesigned optional user space has also been implemented, which provides personalized features and facilitates the interconnectivity between the web server and the available DIANA software and databases (Figure 1).",False,True,False
8c78560a-2751-4972-b958-17fbd0135552,"The new DIANA-microT web server aims to facilitate users, not having access to extensive computational infrastructures and support, to perform ready-to-use sophisticated pipelines.",False,True,False
8c78560a-2751-4972-b958-17fbd0135552,"To this end, DIANA- microT web server v5.0 provides a complete integration with the Taverna WMS, using our in-house developed DIANA-Taverna Plug-in.",False,True,False
950e43a6-a8fb-4631-9ef1-c44b2c3a7429,"These new functions have not been implemented in MTB, but in a new R library PPRL.",False,True,False
987ce57d-bcdd-4c40-9123-b4ea686d7b98,"In this article, we present the MAGNOLIA website, whose objective is to provide an advanced tool for aligning nucleic acid sequences.",False,True,False
aaae4688-f2be-49d7-9f50-82fc7f6073b9,"To facilitate further replication of our results, we have created a replication file containing Matlab and code for automatically generating this erratum.",False,True,False
b09788a6-83cd-474e-8933-549bfae0cb99,"For each estimator, we have created Stata ""ado"" files that are available at ͗http://elsa.berkeley.edu/ϳkenchay͘.",False,True,False
b5d6dd6b-ff81-4da3-89eb-71f5ed61404e,The Matlab code provided with this article includes the code for fetching the fingertip force data of all the fingers and thumb displacement data from the dataset file.,False,True,False
bb916a93-9fed-4735-a4d7-a4f24797ed97,"We developed a system, called FragAnchor, based on the tandem use of a neural network (NN) and a hidden Markov model (HMM).",False,True,False
c325390d-0794-40ab-95e2-af132fd796c1,"Our pFlexAna (protein flexibility analyzer) web server aims at automatically detecting conformational changes between a pair of protein structures, without relying on sequence homology.",False,True,False
c57f3202-abfd-43c8-895e-e2ef0208a9b0,We will present an algorithm and a corresponding MATLAB numerical toolbox which solves any form of an infinite-planning horizon affine linear quadratic open-loop differential game.,False,True,False
c57f3202-abfd-43c8-895e-e2ef0208a9b0,"The software, called LQDG Toolbox, is available as a freeware from the authors of this paper.",False,True,False
d88d028d-c3c0-44fe-ae6c-272fdd4a2a1f,Raw sequencing data is deposited under NCBI GEO: GSE159812. Normalized counts data also available for download at: https://twc-stanford.shinyapps.io/scRNA_Brain_COVID19.,False,False,False
d9bfdd46-f9ed-4282-a52f-369a7eb0ab00,"The design of Mobyle, which provides an effective way to make a large panel of curated bioinformatics tools available in a homogeneous environment, has been driven with the concern to meet the requirements of different audiences-biologists and bioinformaticians, mostly.",False,True,False
ddbca27c-278e-4d0c-921e-d720eb491bea,"We have developed a software inGNU-Octave, which is similar to MATLAB scripting language, that",False,True,False
e9590422-a2e7-4124-92bd-56c1a9374e51,The computational pipeline implemented for supplementing the ASPicDB protein sequences with functional and structural annotations is represented in Figure 1 and integrates several state-of-the-art tools for similarity search and for machine-learning based prediction of protein features starting from residue sequence.,False,True,False
e9590422-a2e7-4124-92bd-56c1a9374e51,ASPicDB is an ongoing project and we plan to further develop it in the next releases.,False,True,False
f1e5927d-8efc-468a-9e84-b85f534500ad,"GLMM was implemented by PROC GLIMMIX in SAS and was adjusted for race, and clinical diagnosis of hypertension or depression.",False,True,False
f64ec8fc-8767-46a0-95f8-c62c4906dbc2,"For this purpose we introduce taveRNA, a web-based computational tool set that can help identify structure and functionality of ncRNA molecules.",False,True,False
f64ec8fc-8767-46a0-95f8-c62c4906dbc2,"taveRNA involves web interfaces to the algorithmic tools we have developed for each one of the above problems: (1) alteRNA, an alternative thermodynamic model-based RNA secondary structure prediction program, (2) inteRNA, a program for predicting the joint secondary structure of two interacting RNAs and (3) pRuNA, a tool for quickly identifying all potential regulatory ncRNAs for a query mRNA.",False,True,False
f64ec8fc-8767-46a0-95f8-c62c4906dbc2,"At SFU Lab for Computational Biology, we developed inteRNA the first program that aims to compute the joint structure prediction of two given RNA sequences through minimizing their total free energy, which is a function of the topology of the joint structure.",False,True,False
f64ec8fc-8767-46a0-95f8-c62c4906dbc2,Our software tool pRuNA is developed for helping to address this challenge: it aims to identify all potential regulatory ncRNAs that can establish stable joint structures with a query mRNA (10).,False,True,False
f64ec8fc-8767-46a0-95f8-c62c4906dbc2,"alteRNA, our web-based tool for RNA secondary structure prediction via the Densityfold approach allows the user to specify any positive value for s and b.",False,True,False
f775bdff-f131-4adc-9d8f-e7a5f2549cab,"Our algorithm is implemented in a simple, freely available Python code on the corresponding author's website.",False,True,False
f833dd55-a68f-4ec3-a8a3-9a365d993c39,The at3d tool is implemented using the qt framework for graphical user interfaces.,False,True,False
PMC4690612,"We used EventIDE (Okazolab Ltd, London, UK) for presenting the visual stimuli. ",True,False,False
PMC6185835,"Part of the controls were recruited via an online platform, called Experimetrix, at Ghent University, which is an online experiment scheduling system for students. ",True,False,False
PMC6185835,The heartbeat perception task was programmed using E-Prime 2.0 software (http://www.pstnet.com/products/e-prime/) and presented on a 19-inch CRT monitor with 640x480 screen resolution and a 60 Hz refresh rate.,True,False,False
PMC6185835,"R-waves were counted offline by means of a custom-made R-top algorithm in Brain Vision Analyzer 2 software.

",True,False,False
PMC3515589,"The Brain Vision Analyzer software (Brain Products, Munich, Germany) was used for off-line correction of the gradient artifact and filtering of the EEG signal. ",True,False,False
PMC3515589,"Seed-based Functional Connectivity Group Analysis: Data processing was carried out using FMRIB Software Library (FSL), www.fmrib.ox.ac.uk, Oxford U.K., FSL version 4.1 [25], [26]. ",True,False,False
PMC3515589,"The following preprocessing steps were applied: (1) removal of the first two volumes of each scan to allow for equilibrium magnetization, (2) slice timing correction using Fourier-space time-series phase-shifting, (3) non-brain tissue removal [27], (4) motion correction using a 6-parameter linear transformation using a maximization of the correlation ratio (default settings of FSL) [28], (5) intensity normalization of all volumes of each run as implemented in FSL (6) spatial smoothing using a Gaussian kernel with 6 mm full width at half maximum (FWHM), (7) high-pass temporal filtering with cut off frequency of 0.01 Hz. ",True,False,False
PMC3515589,We performed between-groups analyses using the mixed-effects model implemented in FSL [39].,True,False,False
PMC3515589,"Corrections for multiple comparisons at the cluster level was carried out based on random field theory as implemented in FSL [39] (threshold |Z| >2.7; cluster significance: p<0.05, corrected). ",True,False,False
PMC4451992,"Analyses were performed using the Statistical Analysis System (SAS) 8.2 software (SAS Institute Inc. Cary, NC, USA). ",True,False,False
PMC3555879,"The statistical analyses were performed using SPSS software (version19.0; IBM Corp, New York).

",True,False,False
PMC4232513,"Data were analyzed by using SPSS 17.0 for Windows XP (SPSS Inc., Chicago, IL, USA).

",True,False,False
PMC2728840,Data were analyzed with the use of SPSS software (version 16.0).,True,False,False
PMC4257690,ActiLife software (version 6.4.3) was used to detect and remove daily non-wear intervals between the hours of 7:00 and 22:00.,True,False,False
PMC4257690,Descriptive and missing value analyses were conducted using SPSS v20.,True,False,False
PMC4257690,"Variance components, error estimates, and reliability coefficients were derived using EXCEL macros created by the corresponding author (see Tables S1 and S2 for a detailed description of the G theory calculations).

",True,False,False
PMC4990342,"SPSS 22.0 for Windows (SPSS Inc., Chicago, IL) was used for the analyses.

",True,False,False
PMC4701393,"Statistical analyses were performed using Stata 13 (StataCorp, College Station, TX).

",True,False,False
PMC3420898,Subjects performed a version of the ‘Cyberball’ social exclusion task whilst being scanned [19].,True,False,False
PMC3420898,Participants had a short training session with Cyberball before playing the task in the scanner.,True,False,False
PMC3420898,"After scanning, each subject was assessed using a self-report ‘social distress’ rating questionnaire [10] used in previous Cyberball studies [13]. ",True,False,False
PMC3420898,SPM8 (http://www.fil.ion.ucl.ac.uk/spm) was used for analysis.,True,False,False
PMC3420898,The average realigned image was used to derive parameters for spatial normalization to the SPM8 Montreal Neurological Institute (MNI) template with the parameters applied to each image of the time-series.,True,False,False
PMC3420898,The social exclusion and motor response regressors were convolved with the SPM8 haemodynamic response function without time or dispersion derivatives.,True,False,False
PMC3420898,"For each subject, the covariate image used for second level analyses was the SPM8 ‘beta’ image, which comprised the estimated linear regression coefficient between the percentage of social exclusion and observed BOLD signal. ",True,False,False
PMC3173492,"For each of these papers on PubMed Central, we retrieved its citations from PubMed Central, PubMed's “related citation” list, and selected search terms from each paper to run queries on Pubmed abstracts and titles using the “Entrez Utilities Entrez Programming Utilities” <http://eutils.ncbi.nlm.nih.gov/>). ",True,False,False
PMC3173492,"To extract noun phrases to use as search terms for each of the papers on PubMed Central, we run a software program written in Python based NLTK (http://www.nltk.org/) to automatically extract nouns, adjectives, and noun phrases from each sentence in the paper. ",True,False,False
PMC3173492,"To select the most representative terms, we rank them based on the number of occurrences of the term in the paper itself (document count) and inversely to the number of occurrences of that same term on the web (web count) obtained using the Yahoo-BOSS API (http://developer.yahoo.com/search/boss/). ",True,False,False
