id,sentence,used,created,mention,context
40fad519-039d-4f33-a096-7ebc20fc182f,"In online Appendix A, we provide a step-by-step guide to implementation (along with corresponding Stata code) which accounts for differences in class size, multiple classrooms per year, and other technical issues which arise in practice.",False,True,False,"To simplify exposition, we derive the estimator for the case in which data on test scores is available for t years for all teachers, where all classes have n students, and where each teacher teaches one class per year. In online Appendix A, we provide a step-by-step guide to implementation (along with corresponding Stata code) which accounts for differences in class size, multiple classrooms per year, and other technical issues which arise in practice."
41e67c2e-f2ea-43f3-91f5-4c860d7a5803,9. The Matlab code is available upon request.,False,True,False,"So that the model will produce a nonnegligible equity premium, we assume that the standard deviation of the aggregate growth rate in the model is 1.5 times the historical standard deviation of aggregate 9. 9. The Matlab code is available upon request. 10."
47b5930e-56c9-4ed9-9fe4-a5236244683e,We developed a Perl program to store all the graph paths for a given protein.,False,True,False,"Since our goal is to compare the number of common GO terms across different cancer types, these GO terms must be selected at the same level in the graph path (for all cancers) to make the comparison meaningful. We developed a Perl program to store all the graph paths for a given protein. Using this program, under each GO category (except the ""cellular component""), the common GO terms for a given pair of PPIs were determined at level 4 to calculate the frequency of common GO terms in a given cancer."
51eac8f8-c4ea-408d-91ed-0d19497797a9,"We hypothesized that we could suspect the degree of liver fibrosis by calculating liver enhancement heterogeneity in the HB phase, and accordingly, developed new MATLAB (R2012a, MathWorks, Natick, MA, USA)-based software to identify inhomogeneous signal intensities calculated from a coefficient of variation (CV) map to objectively quantify liver parenchymal heterogeneity.",False,True,False,"We hypothesized that we could suspect the degree of liver fibrosis by calculating liver enhancement heterogeneity in the HB phase, and accordingly, developed new MATLAB (R2012a, MathWorks, Natick, MA, USA)-based software to identify inhomogeneous signal intensities calculated from a coefficient of variation (CV) map to objectively quantify liver parenchymal heterogeneity. We hypothesized that we could suspect the degree of liver fibrosis by calculating liver enhancement heterogeneity in the HB phase, and accordingly, developed new MATLAB (R2012a, MathWorks, Natick, MA, USA)-based software to identify inhomogeneous signal intensities calculated from a coefficient of variation (CV) map to objectively quantify liver parenchymal heterogeneity."
51eac8f8-c4ea-408d-91ed-0d19497797a9,"In this paper, we aimed to evaluate the heterogeneity of liver parenchyma on Gd-EOB-DTPA-enhanced MR images, using CV value processed by our MATLAB-based software, and to demonstrate a correlation between the calculated heterogeneity and the calculated serologic markers including APRI and FIB-4, which have been known to have diagnostic accuracy for predicting hepatic fibrosis in CHB patients.",False,True,False,"In this paper, we aimed to evaluate the heterogeneity of liver parenchyma on Gd-EOB-DTPA-enhanced MR images, using CV value processed by our MATLAB-based software, and to demonstrate a correlation between the calculated heterogeneity and the calculated serologic markers including APRI and FIB-4, which have been known to have diagnostic accuracy for predicting hepatic fibrosis in CHB patients. In this paper, we aimed to evaluate the heterogeneity of liver parenchyma on Gd-EOB-DTPA-enhanced MR images, using CV value processed by our MATLAB-based software, and to demonstrate a correlation between the calculated heterogeneity and the calculated serologic markers including APRI and FIB-4, which have been known to have diagnostic accuracy for predicting hepatic fibrosis in CHB patients."
57c957d9-57bd-40a3-9924-ca20a43f01ee,"The software for building a CWT was implemented in Java, and is available at http://cwt.cb.k.u-tokyo.ac.jp/.",False,True,False,"To run the program locally, it is necessary to install Java SE 5.0 (or higher), Concorde (one of the best exact TSP solvers currently available; Applegate et al.), Phyutility Java archive; Smith and Dunn 2008), Apache XML Graphics Commons Java archives, and Args4j Java archive. The software for building a CWT was implemented in Java, and is available at http://cwt.cb.k.u-tokyo.ac.jp/. To run the program locally, it is necessary to install Java SE 5.0 (or higher), Concorde (one of the best exact TSP solvers currently available; Applegate et al.), Phyutility Java archive; Smith and Dunn 2008), Apache XML Graphics Commons Java archives, and Args4j Java archive."
5cd89957-e4ba-4ed0-b028-a939e03dbd44,"Scripts were written in Matlab to segment spots using the wavelet-based multiscale products as described previously (Olivo-Marin, 2002).",False,True,False,"All image analysis was performed in Matlab (MathWorks, Cambridge, United Kingdom) using custom-written software as described previously (Taylor et al., 2011), with the following modifications. Scripts were written in Matlab to segment spots using the wavelet-based multiscale products as described previously (Olivo-Marin, 2002). The coordinates of spots were extracted in Matlab and track histories generated using a Matlab version of the IDL nearest-neighbor algorithm (www.physics.emory.edu/∼weeks/idl/)."
60950a58-6140-4b9c-9461-54ac79971959,"In this article, we described the AURIN e-infrastructure and its support for diverse data use/re-use and integration scenarios.",False,True,False,"The AURIN model of data access, use/re-use and integration has already demonstrated its flexibility and scaleability, with new data sources being continually added with minimal impact on the underlying infrastructure. In this article, we described the AURIN e-infrastructure and its support for diverse data use/re-use and integration scenarios. The system currently supports seamless and secure access to data from, at present, 66 independent and typically definitive and autonomous data organisations across Australia, with over 1,661 unique datasets currently accessible."
651d0ef5-26cf-4c3b-8b0e-a6fa07734b63,"To estimate the parameters of the distribution we used maximum likelihood estimates, provided by the MatLab™ statistics toolbox 'mle' function (the datasets and fitting code are available to download from http://www.cs.ox.ac.uk/chaste/download).",True,False,False,"The logistic distribution is fitted to the Cisapride hERG control data, and is shown overlaid in Fig. 1. To estimate the parameters of the distribution we used maximum likelihood estimates, provided by the MatLab™ statistics toolbox 'mle' function (the datasets and fitting code are available to download from http://www.cs.ox.ac.uk/chaste/download). The logistic distribution is fitted to the Cisapride hERG control data, and is shown overlaid in Fig. 1."
67c964db-81c2-4dae-b7c2-07c1766d5a22,"We released 5 genotypes, 4 exomes, 1 metagenome from the Corpas family via a blog and figshare under a public domain license, inviting scientists to join the crowdsourcing efforts to analyse the genomes in return for coauthorship or acknowldgement in derived papers.",False,False,False,"Resulting analysis data were compiled via social media and direct email. We released 5 genotypes, 4 exomes, 1 metagenome from the Corpas family via a blog and figshare under a public domain license, inviting scientists to join the crowdsourcing efforts to analyse the genomes in return for coauthorship or acknowldgement in derived papers. Resulting analysis data were compiled via social media and direct email."
686a8e00-10a1-41ed-beef-1955f607ec20,Optimized BNC and MN masks were developed by applying and combining several new and existing mask functions in IDEAS (version 6.2).,False,True,False,"In IDEAS, a mask identifies pixels within a defined region of in an image. Optimized BNC and MN masks were developed by applying and combining several new and existing mask functions in IDEAS (version 6.2). The steps to create both masks are outlined below."
686a8e00-10a1-41ed-beef-1955f607ec20,"In the present study, we developed a new analysis strategy using mask functions recently implemented in IDEAS, and evaluated the performance of this analysis compared to our previous approach.",False,True,False,"In several recent publications, we have introduced a newly developed method for performing the CBMN assay using imaging FCM as a dose estimation tool in radiation biodosimetry (17-19). In the present study, we developed a new analysis strategy using mask functions recently implemented in IDEAS, and evaluated the performance of this analysis compared to our previous approach. First, hand-tagged truth populations (BNC and non-BNC, MN, and non-MN events) were selected which allowed for the identification of features that were able to distinguish between these populations."
686a8e00-10a1-41ed-beef-1955f607ec20,"Several of the new features developed in IDEAS that simultaneously compare the main nuclei to one another based on circularity, size, staining intensity and symmetry, allowed BNCs to be further differentiated from other undesired events.",False,False,True,"Furthermore, the newly created BNC mask was able to better differentiate images with two DRAQ5 stained objects from those with zero, one or three or more DRAQ5 stained objects compared to the previous versions of the IDEAS template. Several of the new features developed in IDEAS that simultaneously compare the main nuclei to one another based on circularity, size, staining intensity and symmetry, allowed BNCs to be further differentiated from other undesired events. By implementing these cell-specific parameters in the IDEAS template, 99% of the tagged non-BNCs were correctly filtered from the final population on average across the dose range."
6a017f17-6d9b-4933-b1ff-ac2a304e0821,Database searches are performed with an internally developed Cohort Query Tool written in Java.,False,True,False,"The MSDW contains data extracted from twenty of Mount Sinai's clinical and financial systems, including all 2.7 million patients in the Master Person Index and over one billion facts for these patients. Database searches are performed with an internally developed Cohort Query Tool written in Java. The MSDW is compliant with HIPAA and New York State privacy and security regulations and with institutional policy regarding protection of human subjects and participation in research."
6d3285d4-8866-431a-bb08-b2c3cb811f67,An easy-to-use online tool (http:// www.echobelt.org/risk/) as well as an Excel tool was developed whereby an individual's underlying risk of AKI can be estimated by entering the individual's own characteristics.,False,True,False,"The total risk score she gets is 0+2+9+0+0+6+13=30 from Table 3, and the estimated predicted probability that she will develop AKI is 36.0% according to Table S3. An easy-to-use online tool (http:// www.echobelt.org/risk/) as well as an Excel tool was developed whereby an individual's underlying risk of AKI can be estimated by entering the individual's own characteristics."
6f649fea-74bc-4203-a105-851d702078ca,"We have developed this tool on a Microsoft Windows PC tablet system, and it has been used successfully to collect and administer clinical assessments in several large-scale studies.",False,True,False,"The Mind Research Network (MRN) has developed a software tool for the real-time acquisition and validation of clinical assessments in remote environments: The clinical assessment and remote administration tablet (CARAT). We have developed this tool on a Microsoft Windows PC tablet system, and it has been used successfully to collect and administer clinical assessments in several large-scale studies. It has proven to be incredibly valuable in confirming that data collection across multiple research groups is performed similarly, quickly, and with accountability for incomplete datasets."
70057d5d-78b3-4e9e-b641-33f9c01f45cb,"The CAD algorithm was implemented by a technical computing language (MATLAB R2010a, MathWorks Inc., Natick, MA, USA).",False,True,False,"The CAD system 11 was used to select two regions of interest (ROIs), the 'non-cleft side' and 'cleft side'. The CAD algorithm was implemented by a technical computing language (MATLAB R2010a, MathWorks Inc., Natick, MA, USA). The ROI, a square portion of 64×64 pixels, was extracted by dragging the mouse from a randomly selected single point to 64 pixels left and 64 pixels downward."
70057d5d-78b3-4e9e-b641-33f9c01f45cb,The CAD system was developed based on mathematical morphology using MathWorks.,False,True,False,The quantity of the pixel area might be useful for further and better treatment planning for artificial eruption in the cleft area. The CAD system was developed based on mathematical morphology using MathWorks. The ROI can be controlled by using the same size and can be changed into binary images for calculating the pixel area that corresponds to the total number of pixels in the image.
70f7dd36-f03a-4625-ac11-2471ec877993,"Here we present ""OnlineTED"", a novel smartphone-and web-based AR system that is free-touse, platform independent and does not require hardware clicker or additional software.",False,True,False,"To overcome these limitations we sought to develop a novel web-based AR system that is specifically adapted to the didactic needs and economic requirements of higher education. Here we present ""OnlineTED"", a novel smartphone-and web-based AR system that is free-touse, platform independent and does not require hardware clicker or additional software. Based on user evaluation data, we analyzed the strengths and limitations of ""OnlineTED"" in comparison with a conventional AR system that is used at TUM and discuss the potential of webbased AR systems for undergraduate medical education."
70f7dd36-f03a-4625-ac11-2471ec877993,"In this article we present ""OnlineTED"", a novel web-based audience response system that is free-to-use, platformindependent and does not require hardware clickers.",False,True,False,"Web-based AR systems such as ""OnlineTED"" may thus provide a feasible alternative to conventional, hardware-based AR technology in teaching and become a suitable tool to foster interactive learning and student engagement in undergraduate medical education, in particular with large audiences. In this article we present ""OnlineTED"", a novel web-based audience response system that is free-to-use, platformindependent and does not require hardware clickers. Our aim was to develop an AR system for higher education that is on par with commercial systems with respect to functionality and usability."
7bf0aed4-e091-4c8a-8613-a0c17a2f81b0,"We do this by Maximum Likelihood, using Matlab (the program is available in https://www.york.ac.uk/economics/exec/research/zhouandhey1/).",False,True,False,"Our econometric methodology is to fit, for each of RREU, RRRD, AREU and ARRD, the models to the decisions of the subjects, for each of the four elicitation methods, and hence obtain estimates of the risk aversion index (and also the other parameters). We do this by Maximum Likelihood, using Matlab (the program is available in https://www.york.ac.uk/economics/exec/research/zhouandhey1/). To do this we need to make assumptions about the stochastic nature of the data."
873a52df-bc68-483b-9546-7ee74c8916f5,"Mlr and decision trees were implemented in r using lm command and cubist package, respectively.",True,False,False,"all experiments were done in 10cv mode of data representation. Mlr and decision trees were implemented in r using lm command and cubist package, respectively. Abbreviations: 10cv, tenfold cross-validation; Mlr, multiple linear regression; nrMse, normalized root-mean-square error."
8b159e06-cd5f-419d-a7c2-aed02329b08e,"It is an app for android phones called ""BPP @ MIT,"" available for download at the Google Play Store.",False,True,False,"The mobile app was custom-built to simplify and standardize the data collection process. It is an app for android phones called ""BPP @ MIT,"" available for download at the Google Play Store. 6 Every time a worker visits a store, she clicks on a button to open a new file."
8bda2c94-c686-4e42-84ce-ace1883e05c1,"MATLAB code for computing the threshold likelihood has been posted on MATLAB Central and complete MATLAB code for all analyses and simulations can be found in supplementary material, Supplementary Material online.",False,True,False,"We have implemented these algorithms and used them to study evolution of extrafloral nectaries (EFN) on an 839-taxon phylogeny of Marazzi et al. (2012). MATLAB code for computing the threshold likelihood has been posted on MATLAB Central and complete MATLAB code for all analyses and simulations can be found in supplementary material, Supplementary Material online."
96af8b5c-0138-4f38-8a55-09960b210695,"The in-house script ""Relaxon"" was implemented for this purpose using MINC tools.",False,True,False,"Þ) from the obtained TE images. The in-house script ""Relaxon"" was implemented for this purpose using MINC tools."
987ce57d-bcdd-4c40-9123-b4ea686d7b98,All results are available for download in Clustal and bracket-dot format.,True,False,False,The job assigned a unique identifier that can be used to retrieve results for one week. All results are available for download in Clustal and bracket-dot format.
9d1f3c18-9ea9-4169-b993-e7828b261064,The online modules were created with in-house Java based software that we previously used to develop online continuing medical education (CME) courses for health professionals.,False,True,False,"A dynamic XML interface allowed for rapid formatting of content to web format, while an easily updated database allowed for data collection, including tracking learner progress and success and data reporting. The online modules were created with in-house Java based software that we previously used to develop online continuing medical education (CME) courses for health professionals. A dynamic XML interface allowed for rapid formatting of content to web format, while an easily updated database allowed for data collection, including tracking learner progress and success and data reporting."
a036dae3-129b-4417-b323-968f14b91025,A Perl script was also written to locate poly-A tails and to search 10-35 bp upstream for putative mRNA poly-adenylation signals; the script allowed one mismatch and two mismatches from the sequence AAUAAA.,False,True,False,"Putative coding regions from the EST data were collected from BLASTX alignments, and the codon usage bias was calculated. A Perl script was also written to locate poly-A tails and to search 10-35 bp upstream for putative mRNA poly-adenylation signals; the script allowed one mismatch and two mismatches from the sequence AAUAAA. Putative signal sequences and transmembrane domains in the coding regions were identified by SignalP 3.0 and TMHMM 2.0 (http://www .cbs.dtu.dk/services/), respectively."
a5886a0f-ae13-4403-a6ba-86918a688b35,We have written the software package hotspot to assist with this.,False,True,False,"SNP annotation and the design of ASPs, ASOs and universal primers are typically done by hand, which is slow and error-prone, especially when screening many hotspot candidates. We have written the software package hotspot to assist with this."
aaacc98f-7a36-45a7-aae4-2b85a3b3b823,"The synthesis framework described in this article is available on the MATLAB file-exchange, at http://www.mathworks. com/matlabcentral/fileexchange/48915-synthetic-bright-fieldmicroscopy-image-generator, as an open-source code package on publication acceptance.",False,True,False,"The synthesis framework described in this article is available on the MATLAB file-exchange, at http://www.mathworks. The synthesis framework described in this article is available on the MATLAB file-exchange, at http://www.mathworks. com/matlabcentral/fileexchange/48915-synthetic-bright-fieldmicroscopy-image-generator, as an open-source code package on publication acceptance."
aecf3f05-2b84-43f7-a43f-a9ad63a409f3,"All microarray data generated in this study are available at ArrayExpress (http://www.ebi.ac.uk/arrayexpress/ under identifiers E-MTAB-3306, E-MTAB-3307 and E-MTAB-3308).",False,False,False,"The mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium [23] via the PRIDE partner repository with the dataset identifier PXD001806. All microarray data generated in this study are available at ArrayExpress (http://www.ebi.ac.uk/arrayexpress/ under identifiers E-MTAB-3306, E-MTAB-3307 and E-MTAB-3308). The mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium [23] via the PRIDE partner repository with the dataset identifier PXD001806."
aecf3f05-2b84-43f7-a43f-a9ad63a409f3,The mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium [23] via the PRIDE partner repository with the dataset identifier PXD001806.,False,False,False,"All microarray data generated in this study are available at ArrayExpress (http://www.ebi.ac.uk/arrayexpress/ under identifiers E-MTAB-3306, E-MTAB-3307 and E-MTAB-3308). The mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium [23] via the PRIDE partner repository with the dataset identifier PXD001806."
b5d6dd6b-ff81-4da3-89eb-71f5ed61404e,Matlab codes are available in figshare along with the raw dataset21.,False,True,False,The Matlab code for the moment computation of the data collected from experimental handle-1 of the first experiment is given separately and it is named as momentcomputation.m. Matlab codes are available in figshare along with the raw dataset21.
be07de8f-d92d-4a2f-8cf3-c906b128d939,All datasets generated during and/or analyzed during the current study have been deposited in Mendeley Data (https://doi.org/10.17632/4cynjrymgf.1) and NCBI GEO: GSE151973.,False,False,False,All codes used for the analyses of the data reported in this manuscript are provided at the GitHub repository https://github.com/leonfodoulian/SARS_CoV_2_anosmia. All datasets generated during and/or analyzed during the current study have been deposited in Mendeley Data (https://doi.org/10.17632/4cynjrymgf.1) and NCBI GEO: GSE151973. All codes used for the analyses of the data reported in this manuscript are provided at the GitHub repository https://github.com/leonfodoulian/SARS_CoV_2_anosmia.
cccc95a2-44b0-49ee-a260-cae5329111fd,"The high resolution scans made available (Harvard Dataverse 10.7910/DVN/29628, [2]) were produced using 3600 radiographs with 1.2 µm effective pixel size.",False,False,False,"To overcome the higher absorption in the 14 day old mice femora, due to their dense structure, a source voltage of 75 kV and a current of 133 µA were used. The high resolution scans made available (Harvard Dataverse 10.7910/DVN/29628, [2]) were produced using 3600 radiographs with 1.2 µm effective pixel size. Medium resolution scans (10 µm, 900 projections) were used to locate the high resolution scans."
dde6507f-dc32-482b-86e4-232f866ba22d,"To automatize the search for phylogenetically informative markers, we developed a PERL pipeline connected to a MySQL database (available upon request).",False,True,False,"Derived computer pipelines for automated screening. To automatize the search for phylogenetically informative markers, we developed a PERL pipeline connected to a MySQL database (available upon request). The search criteria were (1) expected minimum size of element 5 50 nt, (2) expected maximum size of element 5 6,000 nt, (3) selected 'search for retroposons', (4) pairwise distance cut off 5 30% (more than 70% similarity) (5) gap expansion 1/-30 nt, (6) extracted length of flanks 5 100 nt."
e7f8fe57-f721-426c-980b-98942e3782db,A MATLAB script that implements this check is available in the Additional Material to the present paper.,False,True,False,A MATLAB script that implements this check is available in the Additional Material to the present paper. A MATLAB script that implements this check is available in the Additional Material to the present paper.
ed60c728-a418-45ff-9c81-1492ff1032d9,"All code for simulation and pattern recognition was written in Matlab (Mathworks, Natick, MA).",False,True,False,"The pattern recognition reconstruction was implemented following (2). All code for simulation and pattern recognition was written in Matlab (Mathworks, Natick, MA). The dictionary contained values of T1 ranging from 80 ms to 1000 ms in steps of 20 ms, and from 1 to 2.5 s in steps of 50 ms."
ed9b25b3-0dc8-4459-a69c-20760f5e69a9,"The algorithm is implemented in Java in the framework of the ace.map suite for microarray statistical data analysis, which will be described in detail elsewhere.",False,True,False,"errn. The algorithm is implemented in Java in the framework of the ace.map suite for microarray statistical data analysis, which will be described in detail elsewhere."
ed9b25b3-0dc8-4459-a69c-20760f5e69a9,This secondary normalization is implemented in the ace.map suite.,True,False,False,"Note that we renormalize the resulting data according to the median once more after having removed probes for which the Applied Biosystems Software has set flags greater than 212, indicating compromised or failed measurements (as recommended by Applied Biosystems). This secondary normalization is implemented in the ace.map suite."
f7f3c97a-6acc-4b8e-92ea-c95ce2c91772,The Matlab code can be downloaded in mwkang.site11.com/code/rie2016.,False,True,False,"From the derivations of t A ðt B ; a; bÞ and t B ðt A ; a; bÞ, I apply a numerical analysis using Matlab. The Matlab code can be downloaded in mwkang.site11.com/code/rie2016."
f833dd55-a68f-4ec3-a8a3-9a365d993c39,"We implemented our algorithm in the publicly available ct3d software package, which is accompanied by the at3d graphical user interface.",False,True,False,"Cell tracking performance is evaluated both on two-photon live cell imaging data displaying zebrafish microglia in vivo, and on synthetically generated data that allow to determine the algorithm's accuracy based on the ground truth the synthetic data were generated from. We implemented our algorithm in the publicly available ct3d software package, which is accompanied by the at3d graphical user interface. In terms of applying our algorithm, this article focuses on evaluating the performance of our cosegmentation-based approach for 3D cell tracking, leaving colocalization studies as a future direction."
f833dd55-a68f-4ec3-a8a3-9a365d993c39,"We implemented component trees, tree-assignments and the complete cell tracking algorithm, in C++ using lp_solve 1 for solving both the tree assignment and the weighted bipartite matching (integer) linear programs, all of which is compiled in the ct3d command line tool.",False,True,False,"Input and output of image series is designed to be compatible with other visualization software, most notably v3d (Peng et al., 2010) for producing rendered visualizations of the output. We implemented component trees, tree-assignments and the complete cell tracking algorithm, in C++ using lp_solve 1 for solving both the tree assignment and the weighted bipartite matching (integer) linear programs, all of which is compiled in the ct3d command line tool. Cell tracking results can be further explored using at3d, which allows the user to select and extract specific cells identified by the cell tracking procedure, and derive their motility parameters such as velocity and deformation."
PMC5988334,"We therefore, to make it easier to facilitate comparisons between no vaccination and dog vaccination programs, programmed into RabiesEcon a process to calculate a “steady state” of a near-constant number of annual cases of canine rabies in a “no vaccination” scenario. ",False,True,False,"The introduction of rabies into a previously uninfected dog population initially results in large oscillations in the estimated weekly number of rabid dogs. We therefore, to make it easier to facilitate comparisons between no vaccination and dog vaccination programs, programmed into RabiesEcon a process to calculate a “steady state” of a near-constant number of annual cases of canine rabies in a “no vaccination” scenario.  We did this by programming RabiesEcon to run an initial 10,000 weeks (S2 Appendix and Table 1 shows the specific parameters used)."
PMC5988334,"We did this by programming RabiesEcon to run an initial 10,000 weeks (S2 Appendix and Table 1 shows the specific parameters used). ",False,True,False,"We therefore, to make it easier to facilitate comparisons between no vaccination and dog vaccination programs, programmed into RabiesEcon a process to calculate a ""steady state"" of a near-constant number of annual cases of canine rabies in a ""no vaccination"" scenario. We did this by programming RabiesEcon to run an initial 10,000 weeks (S2 Appendix and Table 1 shows the specific parameters used). "
PMC3827111,"This was performed using the specifically created iPhone (Apple) application, ReMIT. ",False,True,False,"These images were sent, along with information about the patient's current dressings, directly to a secure encrypted computer database containing the patient's medical history at the tertiary hospital. This was performed using the specifically created iPhone (Apple) application, ReMIT. "
PMC2688269,"With the development of EpiGRAPH, we have pulled together our experiences and established workflows from several studies [10,20-23] and incorporated them into a powerful and easy-to-use web service.
",False,True,False,"With the development of EpiGRAPH, we have pulled together our experiences and established workflows from several studies [10,20-23] and incorporated them into a powerful and easy-to-use web service.
 In the remainder of this paper, we sketch the basic concepts of EpiGRAPH, demonstrate its practical use and utility in a case study on monoallelic gene expression, and outline how the UCSC Genome Browser, Galaxy and EpiGRAPH integrate into a comprehensive pipeline for (epi)genome analysis and prediction."
PMC2518514,"Here we present PhyloGibbs-MP, an extension of PhyloGibbs in several directions that go well beyond standard motif-finding.
",False,True,False,"Here we present PhyloGibbs-MP, an extension of PhyloGibbs in several directions that go well beyond standard motif-finding.
 MP stands at the moment for ""module prediction"" (and possibly also ""multiprocessor"": it has preliminary support for shared-memory multiprocessor systems, using OpenMP, and future support for distributed-memory clusters, via MPI, is planned)."
PMC3516542,"By using our software (ACME) to study somite formation, we were able to segment touching cells with high accuracy and reliably quantify changes in morphogenetic parameters such as cell shape and size, and the arrangement of epithelial and mesenchymal cells.
",False,True,False,"The volume overlap of individual cells, compared to expert manual segmentation, is consistently over 84%. By using our software (ACME) to study somite formation, we were able to segment touching cells with high accuracy and reliably quantify changes in morphogenetic parameters such as cell shape and size, and the arrangement of epithelial and mesenchymal cells.
 Our software has been developed and tested on Windows, Mac, and Linux platforms and is available publicly under an open source BSD license (https://github.com/krm15/ACME)."
